*110929+0000000000000359 21...2+0000000000624916 22...2+0000000029898232 31...6+0000000000413384 51....-000000000010+175 87...6+0000000000000000 
*110930+0000000000000361 21...2+0000000000363903 22...2+0000000029899353 31...6+0000000000903921 51....-000000000010+175 87...6+0000000000000000 
*110931+0000000000000363 21...2+0000000000284048 22...2+0000000029912604 31...6+0000000001421446 51....-000000000010+175 87...6+0000000000000000 
*110932+0000000000000362 21...2+0000000000011953 22...2+0000000029895637 31...6+0000000001151652 51....-000000000010+175 87...6+0000000000000000 
*110933+0000000000000360 21...2+0000000039904741 22...2+0000000029861954 31...6+0000000000653371 51....-000000000010+175 87...6+0000000000000000 
*110934+0000000000000358 21...2+0000000039159973 22...2+0000000029637884 31...6+0000000000164171 51....-000000000010+175 87...6+0000000000000000 
*110935+0000000000000358 21...2+0000000019159981 22...2+0000000010362210 31...6+0000000000164170 51....-000000000010+175 87...6+0000000000000000 
*110936+0000000000000360 21...2+0000000019904719 22...2+0000000010138141 31...6+0000000000653370 51....-000000000010+175 87...6+0000000000000000 
*110937+0000000000000362 21...2+0000000020011940 22...2+0000000010104339 31...6+0000000001151650 51....-000000000010+175 87...6+0000000000000000 
*110938+0000000000000363 21...2+0000000020284072 22...2+0000000010087431 31...6+0000000001421447 51....-000000000010+175 87...6+0000000000000000 
*110939+0000000000000361 21...2+0000000020363844 22...2+0000000010100741 31...6+0000000000903919 51....-000000000010+175 87...6+0000000000000000 
*110940+0000000000000359 21...2+0000000020624897 22...2+0000000010101802 31...6+0000000000413384 51....-000000000010+175 87...6+0000000000000000 
*110941+0000000000000357 21...2+0000000038040424 22...2+0000000010321264 31...6+0000000000092213 51....-000000000010+175 87...6+0000000000000000 
*110942+0000000000000355 21...2+0000000039826019 22...2+0000000009998690 31...6+0000000000589399 51....-000000000010+175 87...6+0000000000000000 
*110943+0000000000000353 21...2+0000000039973890 22...2+0000000009977771 31...6+0000000001088954 51....-000000000010+175 87...6+0000000000000000 
*110944+0000000000000352 21...2+0000000000271567 22...2+0000000010000512 31...6+0000000001337095 51....-000000000010+175 87...6+0000000000000000 
*110945+0000000000000354 21...2+0000000000341035 22...2+0000000010018552 31...6+0000000000837801 51....-000000000010+175 87...6+0000000000000000 
*110946+0000000000000356 21...2+0000000000627059 22...2+0000000010131816 31...6+0000000000338654 51....-000000000010+175 87...6+0000000000000000 
*110947+0000000000000356 21...2+0000000020627118 22...2+0000000029868183 31...6+0000000000338655 51....-000000000010+175 87...6+0000000000000000 
*110948+0000000000000354 21...2+0000000020341074 22...2+0000000029981488 31...6+0000000000837801 51....-000000000010+175 87...6+0000000000000000 
*110949+0000000000000352 21...2+0000000020271584 22...2+0000000029999554 31...6+0000000001337096 51....-000000000010+175 87...6+0000000000000000 
*110950+0000000000000353 21...2+0000000019973897 22...2+0000000030022154 31...6+0000000001088955 51....-000000000010+175 87...6+0000000000000000 
*110951+0000000000000355 21...2+0000000019826083 22...2+0000000030001330 31...6+0000000000589400 51....-000000000010+175 87...6+0000000000000000 
*110952+0000000000000357 21...2+0000000018040357 22...2+0000000029678895 31...6+0000000000092212 51....-000000000010+175 87...6+0000000000000000 
*110953+0000000000000359 21...2+0000000000624922 22...2+0000000029898262 31...6+0000000000413384 51....-000000000010+175 87...6+0000000000000000 
*110954+0000000000000361 21...2+0000000000363893 22...2+0000000029899349 31...6+0000000000903921 51....-000000000010+175 87...6+0000000000000000 
*110955+0000000000000363 21...2+0000000000284045 22...2+0000000029912590 31...6+0000000001421447 51....-000000000010+175 87...6+0000000000000000 
*110956+0000000000000362 21...2+0000000000011931 22...2+0000000029895640 31...6+0000000001151652 51....-000000000010+175 87...6+0000000000000000 
*110957+0000000000000360 21...2+0000000039904727 22...2+0000000029861950 31...6+0000000000653371 51....-000000000010+175 87...6+0000000000000000 
*110958+0000000000000358 21...2+0000000039159975 22...2+0000000029637894 31...6+0000000000164171 51....-000000000010+175 87...6+0000000000000000 
*110959+0000000000007734 21...2+0000000000174581 22...2+0000000010001943 31...6+0000000001336461 51....-000000000010+175 87...6+0000000000001200 
*110960+0000000000007735 21...2+0000000000102252 22...2+0000000010001837 31...6+0000000001337199 51....-000000000010+175 87...6+0000000000001200 
*110961+0000000000007736 21...2+0000000000091634 22...2+0000000010012931 31...6+0000000001088375 51....-000000000010+175 87...6+0000000000001200 
*110962+0000000000007737 21...2+0000000000180305 22...2+0000000010012835 31...6+0000000001087779 51....-000000000010+175 87...6+0000000000001200 
*110963+0000000000007738 21...2+0000000000189070 22...2+0000000010031621 31...6+0000000000837624 51....-000000000010+175 87...6+0000000000001200 
*110964+0000000000007739 21...2+0000000000073681 22...2+0000000010031444 31...6+0000000000838150 51....-000000000010+175 87...6+0000000000001200 
*110965+0000000000007740 21...2+0000000000040755 22...2+0000000010065042 31...6+0000000000588427 51....-000000000010+175 87...6+0000000000001200 
*110966+0000000000007741 21...2+0000000000204945 22...2+0000000010065243 31...6+0000000000587723 51....-000000000010+175 87...6+0000000000001200 
*110967+0000000000h2065h 21...2+0000000000477501 22...2+0000000010077468 31...6+0000000000502480 51....-000000000010+175 87...6+0000000000001200 
*110968+0000000000007742 21...2+0000000000245709 22...2+0000000010149129 31...6+0000000000337316 51....-000000000010+175 87...6+0000000000001200 
*110969+0000000000007743 21...2+0000000039959750 22...2+0000000010148222 31...6+0000000000338290 51....-000000000010+175 87...6+0000000000001200 
*110970+0000000000007744 21...2+0000000039428287 22...2+0000000010700902 31...6+0000000000089240 51....-000000000010+175 87...6+0000000000001200 
*110971+0000000000007745 21...2+0000000000523360 22...2+0000000010709623 31...6+0000000000088253 51....-000000000010+175 87...6+0000000000001200 
*110972+0000000000007746 21...2+0000000019950707 22...2+0000000010453607 31...6+0000000000163742 51....-000000000010+175 87...6+0000000000001200 
*110973+0000000000007747 21...2+0000000020544658 22...2+0000000010456241 31...6+0000000000162966 51....-000000000010+175 87...6+0000000000001200 
*110014+0000000000990063 84...6-0000000001956967 85...6-0000000083525569 86...6-0000000000085590 88...6+0000000000000000 
*110982+0000000000000364 21...2+0000000018987764 22...2+0000000010457531 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*110983+0000000000000366 21...2+0000000019902708 22...2+0000000010109561 31...6+0000000000638383 51....-000000000010+175 87...6+0000000000000000 
*110984+0000000000000368 21...2+0000000020010614 22...2+0000000010099041 31...6+0000000001128163 51....-000000000010+175 87...6+0000000000000000 
*110985+0000000000000369 21...2+0000000020289240 22...2+0000000010071074 31...6+0000000001403066 51....-000000000010+175 87...6+0000000000000000 
*110986+0000000000000367 21...2+0000000020371917 22...2+0000000010078508 31...6+0000000000887835 51....-000000000010+175 87...6+0000000000000000 
*110987+0000000000000365 21...2+0000000020649510 22...2+0000000010118659 31...6+0000000000388424 51....-000000000010+175 87...6+0000000000000000 
*110988+0000000000000363 21...2+0000000038511789 22...2+0000000010414645 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*110989+0000000000000361 21...2+0000000039842348 22...2+0000000010025461 31...6+0000000000632984 51....-000000000010+175 87...6+0000000000000000 
*110990+0000000000000359 21...2+0000000039974201 22...2+0000000009970899 31...6+0000000001123795 51....-000000000010+175 87...6+0000000000000000 
*110991+0000000000000358 21...2+0000000000266562 22...2+0000000009988945 31...6+0000000001373840 51....-000000000010+175 87...6+0000000000000000 
*110992+0000000000000360 21...2+0000000000329757 22...2+0000000010017463 31...6+0000000000883158 51....-000000000010+175 87...6+0000000000000000 
*110993+0000000000000362 21...2+0000000000559405 22...2+0000000010117305 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*110994+0000000000000362 21...2+0000000020559435 22...2+0000000029882634 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*110995+0000000000000360 21...2+0000000020329816 22...2+0000000029982496 31...6+0000000000883160 51....-000000000010+175 87...6+0000000000000000 
*110996+0000000000000358 21...2+0000000020266624 22...2+0000000030011061 31...6+0000000001373840 51....-000000000010+175 87...6+0000000000000000 
*110997+0000000000000359 21...2+0000000019974225 22...2+0000000030029004 31...6+0000000001123796 51....-000000000010+175 87...6+0000000000000000 
*110998+0000000000000361 21...2+0000000019842376 22...2+0000000029974498 31...6+0000000000632986 51....-000000000010+175 87...6+0000000000000000 
*110999+0000000000000363 21...2+0000000018511883 22...2+0000000029585408 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111000+0000000000000365 21...2+0000000000649558 22...2+0000000029881327 31...6+0000000000388424 51....-000000000010+175 87...6+0000000000000000 
*111001+0000000000000367 21...2+0000000000371981 22...2+0000000029921488 31...6+0000000000887836 51....-000000000010+175 87...6+0000000000000000 
*111002+0000000000000369 21...2+0000000000289268 22...2+0000000029928860 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111003+0000000000000368 21...2+0000000000010636 22...2+0000000029900822 31...6+0000000001128164 51....-000000000010+175 87...6+0000000000000000 
*111004+0000000000000366 21...2+0000000039902803 22...2+0000000029890406 31...6+0000000000638384 51....-000000000010+175 87...6+0000000000000000 
*111005+0000000000000364 21...2+0000000038987798 22...2+0000000029542487 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111006+0000000000000364 21...2+0000000018987782 22...2+0000000010457545 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111007+0000000000000366 21...2+0000000019902763 22...2+0000000010109570 31...6+0000000000638383 51....-000000000010+175 87...6+0000000000000000 
*111008+0000000000000368 21...2+0000000020010607 22...2+0000000010099022 31...6+0000000001128162 51....-000000000010+175 87...6+0000000000000000 
*111009+0000000000000369 21...2+0000000020289252 22...2+0000000010071067 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111010+0000000000000367 21...2+0000000020371937 22...2+0000000010078516 31...6+0000000000887836 51....-000000000010+175 87...6+0000000000000000 
*111011+0000000000000365 21...2+0000000020649557 22...2+0000000010118639 31...6+0000000000388424 51....-000000000010+175 87...6+0000000000000000 
*111012+0000000000000363 21...2+0000000038511795 22...2+0000000010414645 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111013+0000000000000361 21...2+0000000039842351 22...2+0000000010025456 31...6+0000000000632984 51....-000000000010+175 87...6+0000000000000000 
*111014+0000000000000359 21...2+0000000039974195 22...2+0000000009970888 31...6+0000000001123795 51....-000000000010+175 87...6+0000000000000000 
*111015+0000000000000358 21...2+0000000000266569 22...2+0000000009988915 31...6+0000000001373841 51....-000000000010+175 87...6+0000000000000000 
*111016+0000000000000360 21...2+0000000000329815 22...2+0000000010017474 31...6+0000000000883158 51....-000000000010+175 87...6+0000000000000000 
*111017+0000000000000362 21...2+0000000000559440 22...2+0000000010117313 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*111018+0000000000000362 21...2+0000000020559445 22...2+0000000029882607 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*111019+0000000000000360 21...2+0000000020329851 22...2+0000000029982518 31...6+0000000000883159 51....-000000000010+175 87...6+0000000000000000 
*111020+0000000000000358 21...2+0000000020266621 22...2+0000000030011123 31...6+0000000001373841 51....-000000000010+175 87...6+0000000000000000 
*111021+0000000000000359 21...2+0000000019974238 22...2+0000000030029022 31...6+0000000001123796 51....-000000000010+175 87...6+0000000000000000 
*111022+0000000000000361 21...2+0000000019842377 22...2+0000000029974478 31...6+0000000000632986 51....-000000000010+175 87...6+0000000000000000 
*111023+0000000000000363 21...2+0000000018511893 22...2+0000000029585435 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111024+0000000000000365 21...2+0000000000649559 22...2+0000000029881302 31...6+0000000000388425 51....-000000000010+175 87...6+0000000000000000 
*111025+0000000000000367 21...2+0000000000371982 22...2+0000000029921509 31...6+0000000000887835 51....-000000000010+175 87...6+0000000000000000 
*111026+0000000000000369 21...2+0000000000289280 22...2+0000000029928859 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111027+0000000000000368 21...2+0000000000010638 22...2+0000000029900832 31...6+0000000001128163 51....-000000000010+175 87...6+0000000000000000 
*111028+0000000000000366 21...2+0000000039902815 22...2+0000000029890392 31...6+0000000000638384 51....-000000000010+175 87...6+0000000000000000 
*111029+0000000000000364 21...2+0000000038987801 22...2+0000000029542487 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111030+0000000000000364 21...2+0000000018987787 22...2+0000000010457582 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111031+0000000000000366 21...2+0000000019902778 22...2+0000000010109591 31...6+0000000000638382 51....-000000000010+175 87...6+0000000000000000 
*111032+0000000000000368 21...2+0000000020010622 22...2+0000000010099035 31...6+0000000001128164 51....-000000000010+175 87...6+0000000000000000 
*111033+0000000000000369 21...2+0000000020289245 22...2+0000000010071079 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111034+0000000000000367 21...2+0000000020371942 22...2+0000000010078509 31...6+0000000000887835 51....-000000000010+175 87...6+0000000000000000 
*111035+0000000000000365 21...2+0000000020649543 22...2+0000000010118677 31...6+0000000000388424 51....-000000000010+175 87...6+0000000000000000 
*111036+0000000000000363 21...2+0000000038511804 22...2+0000000010414657 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111037+0000000000000361 21...2+0000000039842355 22...2+0000000010025461 31...6+0000000000632984 51....-000000000010+175 87...6+0000000000000000 
*111038+0000000000000359 21...2+0000000039974179 22...2+0000000009970912 31...6+0000000001123795 51....-000000000010+175 87...6+0000000000000000 
*111039+0000000000000358 21...2+0000000000266592 22...2+0000000009988910 31...6+0000000001373840 51....-000000000010+175 87...6+0000000000000000 
*111040+0000000000000360 21...2+0000000000329793 22...2+0000000010017490 31...6+0000000000883158 51....-000000000010+175 87...6+0000000000000000 
*111041+0000000000000362 21...2+0000000000559438 22...2+0000000010117320 31...6+0000000000385171 51....-000000000010+175 87...6+0000000000000000 
*111042+0000000000000362 21...2+0000000020559452 22...2+0000000029882607 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*111043+0000000000000360 21...2+0000000020329840 22...2+0000000029982525 31...6+0000000000883159 51....-000000000010+175 87...6+0000000000000000 
*111044+0000000000000358 21...2+0000000020266630 22...2+0000000030011135 31...6+0000000001373840 51....-000000000010+175 87...6+0000000000000000 
*111045+0000000000000359 21...2+0000000019974230 22...2+0000000030029023 31...6+0000000001123796 51....-000000000010+175 87...6+0000000000000000 
*111046+0000000000000361 21...2+0000000019842393 22...2+0000000029974514 31...6+0000000000632986 51....-000000000010+175 87...6+0000000000000000 
*111047+0000000000000363 21...2+0000000018511894 22...2+0000000029585428 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111048+0000000000000365 21...2+0000000000649537 22...2+0000000029881340 31...6+0000000000388425 51....-000000000010+175 87...6+0000000000000000 
*111049+0000000000000367 21...2+0000000000371972 22...2+0000000029921524 31...6+0000000000887836 51....-000000000010+175 87...6+0000000000000000 
*111050+0000000000000369 21...2+0000000000289278 22...2+0000000029928886 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111051+0000000000000368 21...2+0000000000010632 22...2+0000000029900845 31...6+0000000001128163 51....-000000000010+175 87...6+0000000000000000 
*111052+0000000000000366 21...2+0000000039902808 22...2+0000000029890419 31...6+0000000000638383 51....-000000000010+175 87...6+0000000000000000 
*111053+0000000000000364 21...2+0000000038987836 22...2+0000000029542508 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111054+0000000000000364 21...2+0000000018987766 22...2+0000000010457598 31...6+0000000000139544 51....-000000000010+175 87...6+0000000000000000 
*111055+0000000000000366 21...2+0000000019902750 22...2+0000000010109591 31...6+0000000000638383 51....-000000000010+175 87...6+0000000000000000 
*111056+0000000000000368 21...2+0000000020010603 22...2+0000000010099036 31...6+0000000001128162 51....-000000000010+175 87...6+0000000000000000 
*111057+0000000000000369 21...2+0000000020289253 22...2+0000000010071098 31...6+0000000001403067 51....-000000000010+175 87...6+0000000000000000 
*111058+0000000000000367 21...2+0000000020371956 22...2+0000000010078503 31...6+0000000000887835 51....-000000000010+175 87...6+0000000000000000 
*111059+0000000000000365 21...2+0000000020649537 22...2+0000000010118697 31...6+0000000000388424 51....-000000000010+175 87...6+0000000000000000 
*111060+0000000000000363 21...2+0000000038511806 22...2+0000000010414671 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111061+0000000000000361 21...2+0000000039842362 22...2+0000000010025485 31...6+0000000000632984 51....-000000000010+175 87...6+0000000000000000 
*111062+0000000000000359 21...2+0000000039974187 22...2+0000000009970918 31...6+0000000001123795 51....-000000000010+175 87...6+0000000000000000 
*111063+0000000000000358 21...2+0000000000266556 22...2+0000000009988954 31...6+0000000001373841 51....-000000000010+175 87...6+0000000000000000 
*111064+0000000000000360 21...2+0000000000329805 22...2+0000000010017472 31...6+0000000000883159 51....-000000000010+175 87...6+0000000000000000 
*111065+0000000000000362 21...2+0000000000559437 22...2+0000000010117338 31...6+0000000000385171 51....-000000000010+175 87...6+0000000000000000 
*111066+0000000000000362 21...2+0000000020559463 22...2+0000000029882612 31...6+0000000000385172 51....-000000000010+175 87...6+0000000000000000 
*111067+0000000000000360 21...2+0000000020329843 22...2+0000000029982536 31...6+0000000000883160 51....-000000000010+175 87...6+0000000000000000 
*111068+0000000000000358 21...2+0000000020266621 22...2+0000000030011138 31...6+0000000001373841 51....-000000000010+175 87...6+0000000000000000 
*111069+0000000000000359 21...2+0000000019974224 22...2+0000000030029035 31...6+0000000001123796 51....-000000000010+175 87...6+0000000000000000 
*111070+0000000000000361 21...2+0000000019842393 22...2+0000000029974478 31...6+0000000000632987 51....-000000000010+175 87...6+0000000000000000 
*111071+0000000000000363 21...2+0000000018511882 22...2+0000000029585428 31...6+0000000000118687 51....-000000000010+175 87...6+0000000000000000 
*111072+0000000000000365 21...2+0000000000649551 22...2+0000000029881337 31...6+0000000000388425 51....-000000000010+175 87...6+0000000000000000 
*111073+0000000000000367 21...2+0000000000371992 22...2+0000000029921505 31...6+0000000000887837 51....-000000000010+175 87...6+0000000000000000 
*111074+0000000000000369 21...2+0000000000289265 22...2+0000000029928873 31...6+0000000001403068 51....-000000000010+175 87...6+0000000000000000 
*111075+0000000000000368 21...2+0000000000010672 22...2+0000000029900919 31...6+0000000001128164 51....-000000000010+175 87...6+0000000000000000 
*111076+0000000000000366 21...2+0000000039902837 22...2+0000000029890409 31...6+0000000000638384 51....-000000000010+175 87...6+0000000000000000 
*111077+0000000000000364 21...2+0000000038987810 22...2+0000000029542508 31...6+0000000000139543 51....-000000000010+175 87...6+0000000000000000 
*111078+0000000000007748 21...2+0000000000172738 22...2+0000000009999631 31...6+0000000001372178 51....-000000000010+175 87...6+0000000000001200 
*111079+0000000000007749 21...2+0000000000102217 22...2+0000000009999688 31...6+0000000001373508 51....-000000000010+175 87...6+0000000000001200 
*111080+0000000000007750 21...2+0000000000091745 22...2+0000000010010058 31...6+0000000001123754 51....-000000000010+175 87...6+0000000000001200 
*111081+0000000000007751 21...2+0000000000177787 22...2+0000000010010045 31...6+0000000001122201 51....-000000000010+175 87...6+0000000000001200 
*111082+0000000000007752 21...2+0000000000185256 22...2+0000000010026272 31...6+0000000000882409 51....-000000000010+175 87...6+0000000000001200 
*111083+0000000000007753 21...2+0000000000075708 22...2+0000000010026334 31...6+0000000000882885 51....-000000000010+175 87...6+0000000000001200 
*111084+0000000000007754 21...2+0000000000046902 22...2+0000000010055840 31...6+0000000000633239 51....-000000000010+175 87...6+0000000000001200 
*111085+0000000000007755 21...2+0000000000199369 22...2+0000000010055861 31...6+0000000000632569 51....-000000000010+175 87...6+0000000000001200 
*111086+0000000000h2014h 21...2+0000000000402516 22...2+0000000010055574 31...6+0000000000637990 51....-000000000010+175 87...6+0000000000001200 
*110015+000000000990063r 84...6-0000000001956965 85...6-0000000083525576 86...6-0000000000085595 88...6+0000000000000000 
*111087+0000000000000369 21...2+0000000020289253 22...2+0000000010071063 31...6+0000000001403059 51....-000000000010+175 87...6+0000000000000000 
*111088+0000000000000367 21...2+0000000020371967 22...2+0000000010078423 31...6+0000000000887828 51....-000000000010+175 87...6+0000000000000000 
*111089+0000000000000365 21...2+0000000020649598 22...2+0000000010118585 31...6+0000000000388416 51....-000000000010+175 87...6+0000000000000000 
*111090+0000000000000366 21...2+0000000019902788 22...2+0000000010109524 31...6+0000000000638374 51....-000000000010+175 87...6+0000000000000000 
*111091+0000000000000368 21...2+0000000020010616 22...2+0000000010099037 31...6+0000000001128153 51....-000000000010+175 87...6+0000000000000000 
*111092+0000000000007756 21...2+0000000000231251 22...2+0000000010123483 31...6+0000000000383092 51....-000000000010+175 87...6+0000000000001200 
*111093+0000000000007757 21...2+0000000039978962 22...2+0000000010123554 31...6+0000000000382863 51....-000000000010+175 87...6+0000000000001200 
*111094+0000000000007758 21...2+0000000039571821 22...2+0000000010526747 31...6+0000000000114492 51....-000000000010+175 87...6+0000000000001200 
*111095+0000000000007759 21...2+0000000000422799 22...2+0000000010534637 31...6+0000000000113068 51....-000000000010+175 87...6+0000000000001200 
*111096+0000000000007760 21...2+0000000019928477 22...2+0000000010521947 31...6+0000000000138145 51....-000000000010+175 87...6+0000000000001200 
*111097+0000000000007761 21...2+0000000020630718 22...2+0000000010521963 31...6+0000000000138085 51....-000000000010+175 87...6+0000000000001200 
*111098+000000000002056h 21...2+0000000019151637 22...2+0000000010422174 31...6+0000000000165101 51....-000000000010+175 87...6+0000000000001200 
*111099+0000000000007762 21...2+0000000019961941 22...2+0000000010447876 31...6+0000000000163440 51....-000000000010+175 87...6+0000000000001200 
*111100+0000000000007763 21...2+0000000020556691 22...2+0000000010450741 31...6+0000000000162830 51....-000000000010+175 87...6+0000000000001200 
*111101+00000000OGS2500v 21...2+0000000020101206 22...2+0000000010129927 31...6+0000000000970935 51....-000000000010+175 87...6+0000000000001200 
*111102+0000000000000369 21...2+0000000020289205 22...2+0000000010071067 31...6+0000000001403061 51....-000000000010+175 87...6+0000000000000000 
*111103+00000000OGS2500v 21...2+0000000020100769 22...2+0000000010129826 31...6+0000000000970743 51....-000000000010+175 87...6+0000000000001200 
*111104+0000000000000369 21...2+0000000020289206 22...2+0000000010071062 31...6+0000000001403058 51....-000000000010+175 87...6+0000000000000000 
*111105+0000000000000369 21...2+0000000000289243 22...2+0000000029928871 31...6+0000000001403059 51....-000000000010+175 87...6+0000000000000000 
*111106+00000000OGS2500v 21...2+0000000000100586 22...2+0000000029869840 31...6+0000000000970673 51....-000000000010+175 87...6+0000000000001200 
*111107+00000000OGS2500v 21...2+0000000020100425 22...2+0000000010130346 31...6+0000000000970668 51....-000000000010+175 87...6+0000000000001200 
*111108+0000000000000369 21...2+0000000020289210 22...2+0000000010071087 31...6+0000000001403060 51....-000000000010+175 87...6+0000000000000000 
*111109+0000000000000369 21...2+0000000000289239 22...2+0000000029928892 31...6+0000000001403058 51....-000000000010+175 87...6+0000000000000000 
*111110+00000000OGS2500v 21...2+0000000000100191 22...2+0000000029868542 31...6+0000000000969604 51....-000000000010+175 87...6+0000000000001200 
*111111+00000000OGS2500v 21...2+0000000020101316 22...2+0000000010131939 31...6+0000000000969588 51....-000000000010+175 87...6+0000000000001200 
*111112+0000000000000369 21...2+0000000020289215 22...2+0000000010071090 31...6+0000000001403060 51....-000000000010+175 87...6+0000000000000000 
*111113+0000000000000369 21...2+0000000000289264 22...2+0000000029928895 31...6+0000000001403059 51....-000000000010+175 87...6+0000000000000000 
*111114+00000000OGS2500v 21...2+0000000000098857 22...2+0000000029869601 31...6+0000000000969699 51....-000000000010+175 87...6+0000000000001200 
*110002+0000000000990064 84...6-0000000001992969 85...6-0000000085040338 86...6-0000000000096978 88...6+0000000000000000 
*110016+0000000000000368 21...2+0000000000560186 22...2+0000000010100916 31...6+0000000000388295 51....-000000000010+175 87...6+0000000000000000 
*110017+0000000000000366 21...2+0000000000331960 22...2+0000000009997136 31...6+0000000000877750 51....-000000000010+175 87...6+0000000000000000 
*110018+0000000000000365 21...2+0000000039979953 22...2+0000000009976668 31...6+0000000001128448 51....-000000000010+175 87...6+0000000000000000 
*110019+0000000000000367 21...2+0000000039839676 22...2+0000000009995525 31...6+0000000000628716 51....-000000000010+175 87...6+0000000000000000 
*110020+0000000000000369 21...2+0000000038471758 22...2+0000000010231962 31...6+0000000000116657 51....-000000000010+175 87...6+0000000000000000 
*110021+0000000000000370 21...2+0000000019738459 22...2+0000000010179000 31...6+0000000000389566 51....-000000000010+175 87...6+0000000000000000 
*110022+0000000000000372 21...2+0000000019966609 22...2+0000000010074490 31...6+0000000000890860 51....-000000000010+175 87...6+0000000000000000 
*110023+0000000000000374 21...2+0000000020034796 22...2+0000000010091328 31...6+0000000001391352 51....-000000000010+175 87...6+0000000000000000 
*110024+0000000000000373 21...2+0000000020319381 22...2+0000000010071301 31...6+0000000001138009 51....-000000000010+175 87...6+0000000000000000 
*110025+0000000000000371 21...2+0000000020450790 22...2+0000000010125680 31...6+0000000000641597 51....-000000000010+175 87...6+0000000000000000 
*110026+000000000000369a 21...2+0000000021533730 22...2+0000000010268248 31...6+0000000000140492 51....-000000000010+175 87...6+0000000000000000 
*110027+0000000000000369 21...2+0000000038471780 22...2+0000000010232021 31...6+0000000000116657 51....-000000000010+175 87...6+0000000000000000 
*110028+0000000000000367 21...2+0000000039839691 22...2+0000000009995539 31...6+0000000000628716 51....-000000000010+175 87...6+0000000000000000 
*110029+0000000000000365 21...2+0000000039979955 22...2+0000000009976780 31...6+0000000001128447 51....-000000000010+175 87...6+0000000000000000 
*110030+0000000000000364 21...2+0000000000268164 22...2+0000000009994007 31...6+0000000001378568 51....-000000000010+175 87...6+0000000000000000 
*110031+0000000000000366 21...2+0000000000332014 22...2+0000000009997251 31...6+0000000000877750 51....-000000000010+175 87...6+0000000000000000 
*110032+0000000000000368 21...2+0000000000560212 22...2+0000000010100934 31...6+0000000000388295 51....-000000000010+175 87...6+0000000000000000 
*110033+0000000000000368 21...2+0000000020560173 22...2+0000000029899008 31...6+0000000000388296 51....-000000000010+175 87...6+0000000000000000 
*110034+0000000000000366 21...2+0000000020331970 22...2+0000000030002826 31...6+0000000000877751 51....-000000000010+175 87...6+0000000000000000 
*110035+0000000000000364 21...2+0000000020268034 22...2+0000000030006182 31...6+0000000001378567 51....-000000000010+175 87...6+0000000000000000 
*110036+0000000000000365 21...2+0000000019979909 22...2+0000000030023197 31...6+0000000001128449 51....-000000000010+175 87...6+0000000000000000 
*110037+0000000000000367 21...2+0000000019839656 22...2+0000000030004461 31...6+0000000000628717 51....-000000000010+175 87...6+0000000000000000 
*110038+0000000000000369 21...2+0000000018471777 22...2+0000000029767915 31...6+0000000000116657 51....-000000000010+175 87...6+0000000000000000 
*110039+000000000000369a 21...2+0000000001533721 22...2+0000000029731647 31...6+0000000000140492 51....-000000000010+175 87...6+0000000000000000 
*110040+0000000000000371 21...2+0000000000450774 22...2+0000000029874316 31...6+0000000000641598 51....-000000000010+175 87...6+0000000000000000 
*110041+0000000000000373 21...2+0000000000319418 22...2+0000000029928611 31...6+0000000001138011 51....-000000000010+175 87...6+0000000000000000 
*110042+0000000000000374 21...2+0000000000034876 22...2+0000000029908686 31...6+0000000001391356 51....-000000000010+175 87...6+0000000000000000 
*110043+0000000000000372 21...2+0000000039966608 22...2+0000000029925473 31...6+0000000000890862 51....-000000000010+175 87...6+0000000000000000 
*110044+0000000000000370 21...2+0000000039738487 22...2+0000000029820936 31...6+0000000000389566 51....-000000000010+175 87...6+0000000000000000 
*110045+0000000000000370 21...2+0000000019738524 22...2+0000000010179085 31...6+0000000000389567 51....-000000000010+175 87...6+0000000000000000 
*110046+0000000000000372 21...2+0000000019966651 22...2+0000000010074577 31...6+0000000000890860 51....-000000000010+175 87...6+0000000000000000 
